Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene3D	PDB
B2RUY7	reviewed	VWC2L_HUMAN	von Willebrand factor C domain-containing protein 2-like (VWC2-like protein) (Brorin-like)	VWC2L	Homo sapiens (Human)	222	6.20.200.20;	
B2RXF5	reviewed	ZBT42_HUMAN	Zinc finger and BTB domain-containing protein 42	ZBTB42	Homo sapiens (Human)	422	3.30.160.60;	
B2RXH2	reviewed	KDM4E_HUMAN	Lysine-specific demethylase 4E (EC 1.14.11.66) (KDM4D-like protein) (Lysine-specific demethylase 4D-like) ([histone H3]-trimethyl-L-lysine(9) demethylase 4E)	KDM4E KDM4DL	Homo sapiens (Human)	506	2.60.120.650;	2W2I;
B6A8C7	reviewed	TARM1_HUMAN	T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)	TARM1	Homo sapiens (Human)	271	2.60.40.10;	
B7U540	reviewed	KCJ18_HUMAN	Inward rectifier potassium channel 18 (Inward rectifier K(+) channel Kir2.6) (Potassium channel, inwardly rectifying subfamily J member 18)	KCNJ18	Homo sapiens (Human)	433	1.10.287.70;2.60.40.1400;	
C9JR72	reviewed	KBTBD_HUMAN	Kelch repeat and BTB domain-containing protein 13	KBTBD13	Homo sapiens (Human)	458	2.120.10.80;	
C9JRZ8	reviewed	AK1BF_HUMAN	Aldo-keto reductase family 1 member B15 (EC 1.1.1.-) (EC 1.1.1.300) (EC 1.1.1.54) (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase) (EC 1.1.1.216) (Testosterone 17beta-dehydrogenase) (EC 1.1.1.64)	AKR1B15	Homo sapiens (Human)	316	3.20.20.100;	
D3W0D1	reviewed	KLRF2_HUMAN	Killer cell lectin-like receptor subfamily F member 2 (Lectin-like receptor F2) (Activating coreceptor NKp65)	KLRF2	Homo sapiens (Human)	207	3.10.100.10;	4IOP;
D6RGH6	reviewed	MCIN_HUMAN	Multicilin (Multiciliate differentiation and DNA synthesis-associated cell cycle protein) (McIdas protein) (Protein Idas)	MCIDAS IDAS MCI MCIN	Homo sapiens (Human)	385	1.20.5.1180;	4BRY;
F5H094	reviewed	SO1BT_HUMAN	SLCO1B3-SLCO1B7 readthrough transcript protein (Liver specific transporter-3 transmembrane 12) (LST-3TM12) (Organic anion transporting polypeptide 1B3-1B7) (OATP1B3-1B7) (Solute carrier organic anion transporter family member 1B3-1B7) (SLCO1B3-SLCO1B7)	SLCO1B3-SLCO1B7	Homo sapiens (Human)	687	3.30.60.30;1.20.1250.20;	
H3BV60	reviewed	TGR3L_HUMAN	Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor-beta receptor type III-like protein) (TGF-beta receptor type III-like protein)	TGFBR3L	Homo sapiens (Human)	292	2.60.40.4100;	
K9M1U5	reviewed	IFNL4_HUMAN	Interferon lambda-4 (IFN-lambda-4)	IFNL4	Homo sapiens (Human)	179	1.20.1250.60;	
M0R2J8	reviewed	DCDC1_HUMAN	Doublecortin domain-containing protein 1 (Doublecortin domain-containing 5 protein)	DCDC1 DCDC5 KIAA1493	Homo sapiens (Human)	1783	2.80.10.50;3.10.20.230;	
O00116	reviewed	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5	Homo sapiens (Human)	658	3.30.160.650;3.30.300.330;3.30.465.10;3.30.70.3450;3.30.43.10;	
O00139	reviewed	KIF2A_HUMAN	Kinesin-like protein KIF2A (Kinesin-2) (hK2)	KIF2A KIF2 KNS2	Homo sapiens (Human)	706	3.40.850.10;	2GRY;6BBN;
O00141	reviewed	SGK1_HUMAN	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	Homo sapiens (Human)	431	1.10.510.10;	2R5T;3HDM;3HDN;7PUE;
O00142	reviewed	KITM_HUMAN	Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (2'-deoxyuridine kinase TK2) (EC 2.7.1.74) (Deoxycytidine kinase TK2) (EC 2.7.1.-) (Mt-TK)	TK2	Homo sapiens (Human)	265	3.40.50.300;	
O00144	reviewed	FZD9_HUMAN	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)	FZD9 FZD3	Homo sapiens (Human)	591	1.10.2000.10;1.20.1070.10;	
O00148	reviewed	DX39A_HUMAN	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	Homo sapiens (Human)	427	3.40.50.300;	
O00151	reviewed	PDLI1_HUMAN	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	Homo sapiens (Human)	329	2.30.42.10;2.10.110.10;	1X62;2PKT;
O00154	reviewed	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	Homo sapiens (Human)	380	3.10.129.10;	2QQ2;
O00155	reviewed	GPR25_HUMAN	Probable G-protein coupled receptor 25	GPR25	Homo sapiens (Human)	361	1.20.1070.10;	
O00159	reviewed	MYO1C_HUMAN	Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)	MYO1C	Homo sapiens (Human)	1063	1.10.10.820;1.20.5.190;1.20.58.530;6.20.240.20;3.40.850.10;1.20.120.720;	4BYF;
O00160	reviewed	MYO1F_HUMAN	Unconventional myosin-If (Myosin-Ie)	MYO1F	Homo sapiens (Human)	1098	1.10.10.820;1.20.5.4820;1.20.58.530;3.40.850.10;1.20.120.720;2.30.30.40;	
O00161	reviewed	SNP23_HUMAN	Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23)	SNAP23	Homo sapiens (Human)	211	1.20.5.110;	1NHL;3ZUS;
O00167	reviewed	EYA2_HUMAN	Eyes absent homolog 2 (EC 3.1.3.48)	EYA2 EAB1	Homo sapiens (Human)	538	3.40.50.12350;	3GEB;3HB0;3HB1;4EGC;5ZMA;7F8G;7F8H;
O00168	reviewed	PLM_HUMAN	Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1)	FXYD1 PLM	Homo sapiens (Human)	92	1.20.5.780;	2JO1;
O00170	reviewed	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330	3.10.50.40;1.25.40.10;	2LKN;4AIF;4APO;7ZUB;
O00175	reviewed	CCL24_HUMAN	C-C motif chemokine 24 (CK-beta-6) (Eosinophil chemotactic protein 2) (Eotaxin-2) (Myeloid progenitor inhibitory factor 2) (MPIF-2) (Small-inducible cytokine A24)	CCL24 MPIF2 SCYA24	Homo sapiens (Human)	119	2.40.50.40;	1EIG;1EIH;
O00180	reviewed	KCNK1_HUMAN	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)	KCNK1 HOHO1 KCNO1 TWIK1	Homo sapiens (Human)	336	1.10.287.70;	3UKM;
O00182	reviewed	LEG9_HUMAN	Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21)	LGALS9	Homo sapiens (Human)	355	2.60.120.200;	2EAK;2EAL;2YY1;2ZHK;2ZHL;2ZHM;2ZHN;3LSD;3LSE;3NV1;3NV2;3NV3;3NV4;3WLU;3WV6;
O00186	reviewed	STXB3_HUMAN	Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	STXBP3	Homo sapiens (Human)	592	1.25.40.60;3.40.50.1910;3.40.50.2060;	
O00187	reviewed	MASP2_HUMAN	Mannan-binding lectin serine protease 2 (EC 3.4.21.104) (MBL-associated serine protease 2) (Mannose-binding protein-associated serine protease 2) (MASP-2) [Cleaved into: Mannan-binding lectin serine protease 2 A chain; Mannan-binding lectin serine protease 2 B chain]	MASP2	Homo sapiens (Human)	686	2.10.70.10;2.10.25.10;2.60.120.290;2.40.10.10;	1Q3X;1SZB;1ZJK;3TVJ;5JPM;
O00189	reviewed	AP4M1_HUMAN	AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	AP4M1 MUARP2	Homo sapiens (Human)	453	3.30.450.60;2.60.40.1170;	3L81;4MDR;
O00192	reviewed	ARVC_HUMAN	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome)	ARVCF	Homo sapiens (Human)	962	1.25.10.10;	
O00194	reviewed	RB27B_HUMAN	Ras-related protein Rab-27B (EC 3.6.5.2) (C25KG)	RAB27B	Homo sapiens (Human)	218	3.40.50.300;	2F7S;
O00203	reviewed	AP3B1_HUMAN	AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain)	AP3B1 ADTB3A	Homo sapiens (Human)	1094	1.25.10.10;	
O00204	reviewed	ST2B1_HUMAN	Sulfotransferase 2B1 (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family 2B member 1) (Sulfotransferase family cytosolic 2B member 1) (ST2B1)	SULT2B1 HSST2	Homo sapiens (Human)	365	3.40.50.300;	1Q1Q;1Q1Z;1Q20;1Q22;
O00206	reviewed	TLR4_HUMAN	Toll-like receptor 4 (hToll) (CD antigen CD284)	TLR4	Homo sapiens (Human)	839	3.80.10.10;3.40.50.10140;	2Z62;2Z63;2Z65;2Z66;3FXI;3UL7;3UL8;3UL9;3ULA;4G8A;5NAM;5NAO;
O00212	reviewed	RHOD_HUMAN	Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	RHOD ARHD	Homo sapiens (Human)	210	3.40.50.300;	2J1L;7KDC;
O00213	reviewed	APBB1_HUMAN	Amyloid beta precursor protein binding family B member 1 (Amyloid-beta A4 precursor protein-binding family B member 1) (Protein Fe65)	APBB1 FE65 RIR	Homo sapiens (Human)	710	2.20.70.10;2.30.29.30;	2E45;2HO2;2IDH;2OEI;3D8D;3D8E;3D8F;3DXC;3DXD;3DXE;5NQH;
O00214	reviewed	LEG8_HUMAN	Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)	LGALS8	Homo sapiens (Human)	317	2.60.120.200;	2YRO;2YV8;2YXS;3AP4;3AP5;3AP6;3AP7;3AP9;3APB;3OJB;3VKL;3VKM;3VKN;3VKO;4BMB;4BME;4FQZ;4GXL;4HAN;5GZC;5GZD;5GZE;5GZF;5GZG;5T7I;5T7S;5T7T;5T7U;5VWG;6W4Z;6Z6Y;7AEN;7ALS;7P1M;8HL9;
O00217	reviewed	NDUS8_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210	3.30.70.3270;	5XTB;5XTD;5XTH;5XTI;
O00220	reviewed	TR10A_HUMAN	Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261)	TNFRSF10A APO2 DR4 TRAILR1	Homo sapiens (Human)	468	1.10.533.10;2.10.50.10;	5CIR;
O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500	1.25.40.20;	
O00222	reviewed	GRM8_HUMAN	Metabotropic glutamate receptor 8 (mGluR8)	GRM8 GPRC1H MGLUR8	Homo sapiens (Human)	908	3.40.50.2300;2.10.50.30;	6BSZ;6BT5;6E5V;
O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422	1.25.40.570;	5GJQ;5GJR;5L4K;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;6WJD;6WJN;7QXN;7QXP;7QXU;7QXW;7QXX;7QY7;7QYA;7QYB;7W37;7W38;7W39;7W3A;7W3B;7W3C;7W3F;7W3G;7W3H;7W3I;7W3J;7W3K;7W3M;8CVT;
O00232	reviewed	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456	1.10.10.10;	5GJQ;5GJR;5L4K;5LN3;5M32;5T0C;5T0G;5T0H;5T0I;5T0J;5VFP;5VFQ;5VFR;5VFS;5VFT;5VFU;5VGZ;5VHF;5VHH;5VHI;5VHS;6MSB;6MSD;6MSE;6MSG;6MSH;6MSJ;6MSK;6WJD;6WJN;7QXN;7QXP;7QXU;7QXW;7QXX;7QY7;7QYA;7QYB;7W37;7W38;7W39;7W3A;7W3B;7W3C;7W3F;7W3G;7W3H;7W3I;7W3J;7W3K;7W3M;8CVT;
O00233	reviewed	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223	2.30.42.10;6.10.140.1710;	
O00237	reviewed	RN103_HUMAN	E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (hKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103 homolog) (Zfp-103)	RNF103 ZFP103	Homo sapiens (Human)	685	3.30.40.10;	
O00238	reviewed	BMR1B_HUMAN	Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)	BMPR1B	Homo sapiens (Human)	502	2.10.60.10;1.10.510.10;	3MDY;
O00241	reviewed	SIRB1_HUMAN	Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b)	SIRPB1	Homo sapiens (Human)	398	2.60.40.10;	2D9C;2JJU;
O00244	reviewed	ATOX1_HUMAN	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1	Homo sapiens (Human)	68	3.30.70.100;	1FE0;1FE4;1FEE;1TL4;1TL5;2K1R;2LQ9;3CJK;3IWL;3IWX;4QOT;4YDX;4YEA;5F0W;5T7L;7DC1;7ZC3;
O00253	reviewed	AGRP_HUMAN	Agouti-related protein	AGRP AGRT ART	Homo sapiens (Human)	132	4.10.760.10;	1HYK;1MR0;
O00254	reviewed	PAR3_HUMAN	Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2)	F2RL2 PAR3	Homo sapiens (Human)	374	1.20.1070.10;	
O00257	reviewed	CBX4_HUMAN	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	CBX4	Homo sapiens (Human)	560	2.40.50.40;	2K28;3I8Z;5EPL;
O00258	reviewed	GET1_HUMAN	Guided entry of tail-anchored proteins factor 1 (Congenital heart disease 5 protein) (Tail-anchored protein insertion receptor WRB) (Tryptophan-rich basic protein)	GET1 CHD5 WRB	Homo sapiens (Human)	174	1.10.287.660;	6SO5;8CQZ;8CR1;8CR2;
O00264	reviewed	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA)	PGRMC1 HPR6.6 PGRMC	Homo sapiens (Human)	195	3.10.120.10;	4X8Y;
O00267	reviewed	SPT5H_HUMAN	Transcription elongation factor SPT5 (hSPT5) (DRB sensitivity-inducing factor 160 kDa subunit) (DSIF p160) (DRB sensitivity-inducing factor large subunit) (DSIF large subunit) (Tat-cotransactivator 1 protein) (Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087	2.30.30.30;3.30.70.940;	2DO3;2E6Z;2E70;3H7H;4L1U;5OHO;5OHQ;5OIK;5U98;6EQY;6ER0;6GMH;6GML;6TED;7OKX;7OKY;7OL0;7PKS;7UNC;7UND;7YCX;8P4C;8P4D;8P4E;8P4F;
O00268	reviewed	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	Homo sapiens (Human)	1085	1.10.20.10;1.20.120.1110;	1H3O;2P6V;6MZC;6MZD;6MZL;6MZM;7EDX;7EG7;7EG8;7EG9;7EGA;7EGB;7EGC;7EGD;7EGE;7EGF;7EGG;7EGI;7EGJ;7ENA;7ENC;8GXQ;8GXS;8WAK;8WAL;8WAN;8WAO;8WAP;8WAQ;8WAR;8WAS;
O00270	reviewed	GPR31_HUMAN	12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31) (GPR31/12-HETER)	GPR31	Homo sapiens (Human)	319	1.20.1070.10;	
O00273	reviewed	DFFA_HUMAN	DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD)	DFFA DFF1 DFF45 H13	Homo sapiens (Human)	331	3.10.20.10;1.10.1490.10;	1IBX;1IYR;1KOY;
O00287	reviewed	RFXAP_HUMAN	Regulatory factor X-associated protein (RFX-associated protein) (RFX DNA-binding complex 36 kDa subunit)	RFXAP	Homo sapiens (Human)	272	6.10.290.30;	2KW3;
O00291	reviewed	HIP1_HUMAN	Huntingtin-interacting protein 1 (HIP-1) (Huntingtin-interacting protein I) (HIP-I)	HIP1	Homo sapiens (Human)	1037	1.20.5.1700;1.25.40.90;6.10.250.920;1.20.1410.10;	2NO2;2QA7;3I00;
O00292	reviewed	LFTY2_HUMAN	Left-right determination factor 2 (Endometrial bleeding-associated factor) (Left-right determination factor A) (Protein lefty-2) (Protein lefty-A) (Transforming growth factor beta-4) (TGF-beta-4)	LEFTY2 EBAF LEFTA LEFTYA TGFB4 PSEC0024	Homo sapiens (Human)	366	2.60.120.970;2.10.90.10;	
O00299	reviewed	CLIC1_HUMAN	Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)	CLIC1 G6 NCC27	Homo sapiens (Human)	241	1.20.1050.10;3.40.30.10;	1K0M;1K0N;1K0O;1RK4;3O3T;3P8W;3P90;3QR6;3SWL;3TGZ;3UVH;4IQA;4JZQ;4K0G;4K0N;7F8R;7FBQ;
O00300	reviewed	TR11B_HUMAN	Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin)	TNFRSF11B OCIF OPG	Homo sapiens (Human)	401	1.10.533.10;2.10.50.10;	3URF;
O00303	reviewed	EIF3F_HUMAN	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	EIF3F EIF3S5	Homo sapiens (Human)	357	3.40.140.10;	3J8B;3J8C;6YBD;6ZMW;6ZON;6ZP4;6ZVJ;7A09;7QP6;7QP7;8PPL;
O00305	reviewed	CACB4_HUMAN	Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4)	CACNB4 CACNLB4	Homo sapiens (Human)	520	3.40.50.300;2.30.30.40;	2D46;
O00308	reviewed	WWP2_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (Atrophin-1-interacting protein 2) (AIP2) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)	WWP2	Homo sapiens (Human)	870	2.20.70.10;2.60.40.150;3.30.2160.10;3.30.2410.10;3.90.1750.10;	4Y07;5TJ7;5TJ8;5TJQ;6J1Z;6RSS;8EI5;8EI6;8EI7;8EI8;
O00311	reviewed	CDC7_HUMAN	Cell division cycle 7-related protein kinase (CDC7-related kinase) (HsCdc7) (huCdc7) (EC 2.7.11.1)	CDC7 CDC7L1	Homo sapiens (Human)	574	1.10.510.10;	4F99;4F9A;4F9B;4F9C;5UWQ;5UWR;6YA6;6YA7;6YA8;
O00322	reviewed	UPK1A_HUMAN	Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa)	UPK1A TSPAN21	Homo sapiens (Human)	258	1.10.1450.10;	
O00327	reviewed	BMAL1_HUMAN	Basic helix-loop-helix ARNT-like protein 1 (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	BMAL1 ARNTL BHLHE5 MOP3 PASD3	Homo sapiens (Human)	626	4.10.280.10;3.30.450.20;	4H10;
O00329	reviewed	PK3CD_HUMAN	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (PI3-kinase subunit delta) (PI3K-delta) (PI3Kdelta) (PtdIns-3-kinase subunit delta) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta) (PtdIns-3-kinase subunit p110-delta) (p110delta)	PIK3CD	Homo sapiens (Human)	1044	3.10.20.770;2.60.40.150;1.10.1070.11;1.25.40.70;	5DXU;5M6U;5T8F;5UBT;5VLR;6G6W;6OCO;6OCU;6PYR;6PYU;7JIS;7LM2;7LQ1;8BCY;
O00330	reviewed	ODPX_HUMAN	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501	2.40.50.100;3.30.559.10;4.10.320.10;	1ZY8;2DNC;2F5Z;2F60;6H60;
O00338	reviewed	ST1C2_HUMAN	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.1) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)	SULT1C2 SULT1C1	Homo sapiens (Human)	296	3.40.50.300;	3BFX;
O00339	reviewed	MATN2_HUMAN	Matrilin-2	MATN2 UNQ193/PRO219	Homo sapiens (Human)	956	1.20.5.30;2.10.25.10;3.40.50.410;	
O00341	reviewed	EAA5_HUMAN	Excitatory amino acid transporter 5 (Retinal glutamate transporter) (Solute carrier family 1 member 7)	SLC1A7 EAAT5	Homo sapiens (Human)	560	1.10.3860.10;	
O00358	reviewed	FOXE1_HUMAN	Forkhead box protein E1 (Forkhead box protein E2) (Forkhead-related protein FKHL15) (HFKH4) (HNF-3/fork head-like protein 5) (HFKL5) (Thyroid transcription factor 2) (TTF-2)	FOXE1 FKHL15 FOXE2 TITF2 TTF2	Homo sapiens (Human)	373	1.10.10.10;	
O00370	reviewed	LORF2_HUMAN	LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]		Homo sapiens (Human)	1275	3.60.10.10;	1VYB;2V0R;2V0S;7N8K;7N8S;7N94;
O00391	reviewed	QSOX1_HUMAN	Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6)	QSOX1 QSCN6 UNQ2520/PRO6013	Homo sapiens (Human)	747	1.20.120.310;3.40.30.10;1.20.120.1960;	3LLI;3LLK;3Q6O;4IJ3;
O00399	reviewed	DCTN6_HUMAN	Dynactin subunit 6 (Dynactin subunit p27) (Protein WS-3)	DCTN6 WS3	Homo sapiens (Human)	190	2.160.10.10;	3TV0;
O00400	reviewed	ACATN_HUMAN	Acetyl-coenzyme A transporter 1 (AT-1) (Acetyl-CoA transporter 1) (Solute carrier family 33 member 1)	SLC33A1 ACATN AT1	Homo sapiens (Human)	549	1.20.1250.20;	
O00401	reviewed	WASL_HUMAN	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	WASL	Homo sapiens (Human)	505	3.90.810.10;2.30.29.30;	2FF3;2LNH;2VCP;4CC2;4CC7;
O00408	reviewed	PDE2A_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)	PDE2A	Homo sapiens (Human)	941	3.30.450.40;1.10.1300.10;	1Z1L;3IBJ;3ITM;3ITU;4C1I;4D08;4D09;4HTX;4HTZ;4JIB;5TZ3;5TZA;5TZC;5TZH;5TZW;5TZX;5TZZ;5U00;5U7D;5U7I;5U7J;5U7K;5U7L;5VP0;5VP1;5XKM;6B96;6B97;6B98;6BLF;6C7D;6C7E;6C7F;6C7G;6C7I;6C7J;6CYB;6CYC;6CYD;6ZND;6ZQZ;
O00409	reviewed	FOXN3_HUMAN	Forkhead box protein N3 (Checkpoint suppressor 1)	FOXN3 C14orf116 CHES1	Homo sapiens (Human)	490	1.10.10.10;	6NCE;6NCM;
O00410	reviewed	IPO5_HUMAN	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097	1.25.10.10;	6XTE;6XU2;
O00411	reviewed	RPOM_HUMAN	DNA-directed RNA polymerase, mitochondrial (MtRPOL) (EC 2.7.7.6)	POLRMT	Homo sapiens (Human)	1230	1.10.287.280;1.10.150.20;1.10.1320.10;1.25.40.10;	3SPA;4BOC;5OLA;6ERP;6ERQ;7A8P;7PZP;7PZR;7ZC4;
O00418	reviewed	EF2K_HUMAN	Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)	EEF2K	Homo sapiens (Human)	725	3.20.200.10;1.25.40.10;	5J8H;5KS5;6NX4;7SHQ;8FNY;8FO6;8GM4;8GM5;
O00421	reviewed	CCRL2_HUMAN	C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (Chemokine receptor X) (Putative MCP-1 chemokine receptor)	CCRL2 CCR11 CCR6 CKRX CRAM HCR	Homo sapiens (Human)	344	1.20.1070.10;	
